Year,State,District,Area_1000_ha,Production_1000_tons,Yield_kg_ha,Crop,Avg_Rainfall_mm,Avg_Temp_C,Soil_Type
2015,Uttar Pradesh,Ballia,115.76,196.1,1694.02,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Ballia,115.91,276.56,2386.0,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Ballia,115.87,290.02,2503.0,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Gorakhpur,319.9,672.53,2102.31,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Gorakhpur,320.33,729.07,2276.0,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Gorakhpur,316.05,749.79,2372.38,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Gorakhpur,311.9,760.63,2438.7,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Gorakhpur,318.4,744.0,2336.68,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Gorakhpur,320.34,628.4,1961.67,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Gorakhpur,318.29,702.75,2207.85,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Gorakhpur,319.73,805.12,2518.15,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Deoria,255.54,550.05,2152.5,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Deoria,254.83,583.62,2290.23,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Deoria,264.66,622.76,2353.06,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Deoria,258.23,654.34,2533.94,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Deoria,251.34,520.68,2071.62,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Deoria,236.49,274.07,1158.91,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Deoria,260.11,533.78,2052.11,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Deoria,255.14,640.36,2509.8,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Basti,368.26,805.26,2186.66,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Basti,355.31,876.12,2465.79,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Basti,356.77,876.76,2457.49,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Basti,368.75,949.18,2574.05,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Basti,365.71,779.56,2131.63,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Basti,362.07,741.14,2046.95,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Basti,373.91,817.97,2187.61,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Basti,370.85,955.54,2576.61,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Azamgarh,299.36,596.0,1990.91,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Azamgarh,298.23,678.51,2275.12,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Azamgarh,295.37,634.34,2147.61,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Azamgarh,305.06,662.6,2172.03,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Azamgarh,293.74,560.61,1908.52,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Azamgarh,292.99,533.16,1819.72,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Azamgarh,299.17,676.36,2260.81,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Azamgarh,307.36,730.13,2375.45,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Lucknow,51.54,98.59,1912.88,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Lucknow,51.58,103.6,2008.53,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Lucknow,51.14,104.83,2049.86,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Lucknow,52.16,105.67,2025.88,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Lucknow,54.13,125.84,2324.77,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Lucknow,52.94,107.27,2026.26,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Lucknow,63.8,124.29,1948.0,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Lucknow,51.62,139.73,2707.0,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Unnao,88.19,146.54,1661.64,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Unnao,96.84,172.11,1777.26,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Unnao,98.28,192.83,1962.05,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Unnao,102.46,218.23,2129.9,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Unnao,96.44,161.82,1677.93,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Unnao,87.26,138.22,1584.0,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Unnao,99.89,193.98,1942.0,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Unnao,94.99,199.19,2097.0,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Rae-Bareily,134.94,285.87,2118.4,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Rae-Bareily,136.95,311.28,2272.94,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Rae-Bareily,135.76,338.49,2493.24,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Rae-Bareily,143.0,341.36,2387.15,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Rae-Bareily,146.52,310.62,2119.94,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Rae-Bareily,156.59,326.51,2085.17,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Rae-Bareily,141.09,335.6,2378.7,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Rae-Bareily,140.34,342.72,2442.01,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Sitapur,159.03,314.28,1976.23,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Sitapur,162.23,360.34,2221.17,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Sitapur,162.23,388.54,2394.99,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Sitapur,169.74,414.0,2439.02,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Sitapur,164.2,383.09,2333.07,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Sitapur,160.52,346.41,2158.05,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Sitapur,167.97,391.38,2330.0,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Sitapur,163.87,384.1,2344.0,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Hardoi,141.17,288.7,2045.05,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Hardoi,145.25,326.9,2250.6,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Hardoi,144.52,354.64,2453.92,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Hardoi,149.08,375.1,2516.1,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Hardoi,142.23,279.49,1965.06,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Hardoi,133.84,301.95,2256.05,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Hardoi,141.44,338.75,2395.0,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Hardoi,149.8,377.21,2518.0,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Kheri,188.22,400.8,2129.42,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Kheri,185.39,452.58,2441.23,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Kheri,186.68,478.46,2563.0,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Kheri,173.56,467.91,2695.96,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Kheri,157.23,428.28,2723.91,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Kheri,158.81,417.52,2629.05,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Kheri,182.52,506.32,2774.0,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Kheri,181.78,568.24,3126.0,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Faizabad,213.55,518.98,2430.25,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Faizabad,214.45,547.45,2552.81,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Faizabad,215.59,573.06,2658.1,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Faizabad,219.18,586.77,2677.11,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Faizabad,213.2,498.52,2338.27,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Faizabad,205.4,431.45,2100.54,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Faizabad,213.98,545.34,2548.56,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Faizabad,220.25,643.48,2921.54,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Gonda,229.06,509.24,2223.17,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Gonda,234.18,526.48,2248.19,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Gonda,228.79,535.3,2339.7,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Gonda,232.16,543.38,2340.54,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Gonda,242.56,476.73,1965.41,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Gonda,232.82,452.05,1941.63,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Gonda,247.76,554.25,2237.05,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Gonda,232.55,556.96,2394.98,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Bahraich,235.85,475.82,2017.47,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Bahraich,235.19,491.18,2088.44,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Bahraich,232.68,544.28,2339.18,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Bahraich,234.37,531.06,2265.9,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Bahraich,245.2,541.57,2208.69,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Bahraich,240.68,458.91,1906.72,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Bahraich,231.43,548.93,2371.89,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Bahraich,239.92,612.52,2553.03,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Sultanpur,159.85,363.21,2272.28,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Sultanpur,160.34,381.03,2376.39,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Sultanpur,160.78,410.64,2554.09,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Sultanpur,163.21,386.45,2367.79,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Sultanpur,140.23,235.25,1677.64,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Sultanpur,151.91,309.77,2039.13,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Sultanpur,161.92,376.08,2322.67,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Sultanpur,160.48,463.45,2887.88,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Pratapgarh,97.44,195.82,2009.65,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Pratapgarh,97.81,226.62,2316.94,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Pratapgarh,99.17,240.99,2430.07,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Pratapgarh,99.25,237.79,2395.87,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Pratapgarh,104.14,235.68,2263.11,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Pratapgarh,124.7,224.34,1799.04,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Pratapgarh,99.01,217.03,2192.0,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Pratapgarh,96.36,227.79,2364.0,RICE,800,25.5,Alluvial
2010,Uttar Pradesh,Barabanki,178.44,422.32,2366.73,RICE,800,25.5,Alluvial
2011,Uttar Pradesh,Barabanki,177.97,491.56,2762.04,RICE,800,25.5,Alluvial
2012,Uttar Pradesh,Barabanki,183.96,562.37,3057.02,RICE,800,25.5,Alluvial
2013,Uttar Pradesh,Barabanki,181.24,517.97,2857.92,RICE,800,25.5,Alluvial
2014,Uttar Pradesh,Barabanki,191.88,529.6,2760.06,RICE,800,25.5,Alluvial
2015,Uttar Pradesh,Barabanki,186.63,513.41,2750.95,RICE,800,25.5,Alluvial
2016,Uttar Pradesh,Barabanki,183.33,499.76,2726.0,RICE,800,25.5,Alluvial
2017,Uttar Pradesh,Barabanki,181.6,520.66,2867.0,RICE,800,25.5,Alluvial
2010,Uttarakhand,Nainital,132.4,337.26,2547.28,RICE,800,26.0,Loamy
2011,Uttarakhand,Nainital,128.23,377.12,2940.97,RICE,800,26.0,Loamy
2012,Uttarakhand,Nainital,129.04,398.26,3086.33,RICE,800,26.0,Loamy
2013,Uttarakhand,Nainital,126.75,394.42,3111.79,RICE,800,26.0,Loamy
2014,Uttarakhand,Nainital,125.42,401.82,3203.8,RICE,800,26.0,Loamy
2015,Uttarakhand,Nainital,127.04,431.22,3394.36,RICE,800,26.0,Loamy
2016,Uttarakhand,Nainital,130.44,429.93,3295.98,RICE,800,26.0,Loamy
2017,Uttarakhand,Nainital,132.39,462.89,3496.51,RICE,800,26.0,Loamy
2010,Uttarakhand,Almorah,32.99,36.41,1103.67,RICE,800,26.0,Loamy
2011,Uttarakhand,Almorah,32.47,40.71,1253.77,RICE,800,26.0,Loamy
2012,Uttarakhand,Almorah,31.56,39.4,1248.42,RICE,800,26.0,Loamy
2013,Uttarakhand,Almorah,29.18,38.04,1303.63,RICE,800,26.0,Loamy
2014,Uttarakhand,Almorah,30.03,39.7,1322.01,RICE,800,26.0,Loamy
2015,Uttarakhand,Almorah,31.9,39.18,1228.21,RICE,800,26.0,Loamy
2016,Uttarakhand,Almorah,29.64,40.74,1374.8,RICE,800,26.0,Loamy
2017,Uttarakhand,Almorah,28.79,36.67,1273.68,RICE,800,26.0,Loamy
2010,Uttarakhand,Pithorgarh,29.76,35.91,1206.65,RICE,800,26.0,Loamy
2011,Uttarakhand,Pithorgarh,28.97,36.97,1276.15,RICE,800,26.0,Loamy
2012,Uttarakhand,Pithorgarh,26.21,34.18,1304.08,RICE,800,26.0,Loamy
2013,Uttarakhand,Pithorgarh,27.01,37.7,1395.78,RICE,800,26.0,Loamy
2014,Uttarakhand,Pithorgarh,26.44,33.74,1276.1,RICE,800,26.0,Loamy
2015,Uttarakhand,Pithorgarh,26.49,35.07,1323.9,RICE,800,26.0,Loamy
2016,Uttarakhand,Pithorgarh,27.51,37.07,1347.27,RICE,800,26.0,Loamy
2017,Uttarakhand,Pithorgarh,26.3,33.83,1286.44,RICE,800,26.0,Loamy
2010,Uttarakhand,Chamoli,22.14,32.43,1464.77,RICE,800,26.0,Loamy
2011,Uttarakhand,Chamoli,20.02,27.22,1359.64,RICE,800,26.0,Loamy
2012,Uttarakhand,Chamoli,21.25,28.85,1357.65,RICE,800,26.0,Loamy
2013,Uttarakhand,Chamoli,20.28,26.64,1313.61,RICE,800,26.0,Loamy
2014,Uttarakhand,Chamoli,20.21,26.09,1290.95,RICE,800,26.0,Loamy
2015,Uttarakhand,Chamoli,20.39,28.12,1379.11,RICE,800,26.0,Loamy
2016,Uttarakhand,Chamoli,20.7,27.62,1334.57,RICE,800,26.0,Loamy
2017,Uttarakhand,Chamoli,19.59,27.22,1389.64,RICE,800,26.0,Loamy
2010,Uttarakhand,Uttar Kashi,10.4,17.13,1647.12,RICE,800,26.0,Loamy
2011,Uttarakhand,Uttar Kashi,10.62,17.17,1616.76,RICE,800,26.0,Loamy
2012,Uttarakhand,Uttar Kashi,9.92,18.6,1875.0,RICE,800,26.0,Loamy
2013,Uttarakhand,Uttar Kashi,9.01,15.98,1773.58,RICE,800,26.0,Loamy
2014,Uttarakhand,Uttar Kashi,9.92,16.5,1663.31,RICE,800,26.0,Loamy
2015,Uttarakhand,Uttar Kashi,10.74,18.98,1767.23,RICE,800,26.0,Loamy
2016,Uttarakhand,Uttar Kashi,10.11,17.89,1769.86,RICE,800,26.0,Loamy
2017,Uttarakhand,Uttar Kashi,10.25,17.57,1714.51,RICE,800,26.0,Loamy
2010,Uttarakhand,Tehri Garhwal,11.4,16.66,1461.4,RICE,800,26.0,Loamy
2011,Uttarakhand,Tehri Garhwal,12.38,18.41,1487.08,RICE,800,26.0,Loamy
2012,Uttarakhand,Tehri Garhwal,11.11,16.01,1441.04,RICE,800,26.0,Loamy
2013,Uttarakhand,Tehri Garhwal,11.35,17.6,1550.66,RICE,800,26.0,Loamy
2014,Uttarakhand,Tehri Garhwal,11.29,18.99,1682.02,RICE,800,26.0,Loamy
2015,Uttarakhand,Tehri Garhwal,11.63,19.88,1709.37,RICE,800,26.0,Loamy
2016,Uttarakhand,Tehri Garhwal,11.87,18.66,1571.21,RICE,800,26.0,Loamy
2017,Uttarakhand,Tehri Garhwal,10.41,20.49,1966.97,RICE,800,26.0,Loamy
2010,Uttarakhand,Garhwal,17.18,18.65,1085.56,RICE,800,26.0,Loamy
2011,Uttarakhand,Garhwal,15.98,18.44,1153.94,RICE,800,26.0,Loamy
2012,Uttarakhand,Garhwal,15.53,18.21,1172.57,RICE,800,26.0,Loamy
2013,Uttarakhand,Garhwal,13.92,17.91,1286.64,RICE,800,26.0,Loamy
2014,Uttarakhand,Garhwal,14.57,17.36,1191.49,RICE,800,26.0,Loamy
2015,Uttarakhand,Garhwal,12.52,16.76,1338.66,RICE,800,26.0,Loamy
2016,Uttarakhand,Garhwal,10.85,15.18,1398.36,RICE,800,26.0,Loamy
2017,Uttarakhand,Garhwal,10.02,13.87,1384.61,RICE,800,26.0,Loamy
2010,Uttarakhand,Dehradun,11.19,21.83,1950.85,RICE,800,26.0,Loamy
2011,Uttarakhand,Dehradun,10.91,23.08,2115.49,RICE,800,26.0,Loamy
2012,Uttarakhand,Dehradun,11.05,22.7,2054.3,RICE,800,26.0,Loamy
2013,Uttarakhand,Dehradun,10.11,21.54,2130.56,RICE,800,26.0,Loamy
2014,Uttarakhand,Dehradun,9.18,17.67,1924.84,RICE,800,26.0,Loamy
2015,Uttarakhand,Dehradun,10.25,22.13,2159.02,RICE,800,26.0,Loamy
2016,Uttarakhand,Dehradun,10.19,20.74,2036.13,RICE,800,26.0,Loamy
2017,Uttarakhand,Dehradun,9.29,19.56,2105.25,RICE,800,26.0,Loamy
2010,Assam,Cachar,226.24,484.37,2140.96,RICE,800,26.0,Loamy
2011,Assam,Cachar,231.41,518.02,2238.54,RICE,800,26.0,Loamy
2012,Assam,Cachar,231.39,497.93,2151.91,RICE,800,26.0,Loamy
2013,Assam,Cachar,220.66,444.13,2012.73,RICE,800,26.0,Loamy
2014,Assam,Cachar,230.62,515.42,2234.93,RICE,800,26.0,Loamy
2015,Assam,Cachar,229.66,452.79,1971.57,RICE,800,26.0,Loamy
2016,Assam,Cachar,232.73,466.41,2004.13,RICE,800,26.0,Loamy
2017,Assam,Cachar,220.46,410.15,1860.41,RICE,800,26.0,Loamy
2010,Assam,Darrang,348.39,670.09,1923.39,RICE,800,26.0,Loamy
2011,Assam,Darrang,348.28,625.31,1795.42,RICE,800,26.0,Loamy
2012,Assam,Darrang,332.25,690.2,2077.35,RICE,800,26.0,Loamy
2013,Assam,Darrang,326.36,632.91,1939.3,RICE,800,26.0,Loamy
2014,Assam,Darrang,336.82,719.26,2135.44,RICE,800,26.0,Loamy
2015,Assam,Darrang,335.64,727.47,2167.41,RICE,800,26.0,Loamy
2016,Assam,Darrang,328.99,682.28,2073.87,RICE,800,26.0,Loamy
2017,Assam,Darrang,325.73,705.38,2165.54,RICE,800,26.0,Loamy
2010,Assam,Dibrugarh,140.73,291.54,2071.63,RICE,800,26.0,Loamy
2011,Assam,Dibrugarh,142.05,223.28,1571.84,RICE,800,26.0,Loamy
2012,Assam,Dibrugarh,136.65,256.98,1880.57,RICE,800,26.0,Loamy
2013,Assam,Dibrugarh,140.39,253.89,1808.46,RICE,800,26.0,Loamy
2014,Assam,Dibrugarh,138.24,234.63,1697.27,RICE,800,26.0,Loamy
2015,Assam,Dibrugarh,142.05,268.08,1887.22,RICE,800,26.0,Loamy
2016,Assam,Dibrugarh,136.61,244.61,1790.58,RICE,800,26.0,Loamy
2017,Assam,Dibrugarh,141.46,266.26,1882.21,RICE,800,26.0,Loamy
2010,Assam,Goalpara,380.68,763.77,2006.35,RICE,800,26.0,Loamy
2011,Assam,Goalpara,368.67,689.19,1869.4,RICE,800,26.0,Loamy
2012,Assam,Goalpara,378.9,771.09,2035.09,RICE,800,26.0,Loamy
2013,Assam,Goalpara,364.15,835.72,2295.02,RICE,800,26.0,Loamy
2014,Assam,Goalpara,358.88,802.94,2237.35,RICE,800,26.0,Loamy
2015,Assam,Goalpara,356.18,737.67,2071.04,RICE,800,26.0,Loamy
2016,Assam,Goalpara,359.26,812.66,2262.03,RICE,800,26.0,Loamy
2017,Assam,Goalpara,348.15,763.55,2193.13,RICE,800,26.0,Loamy
2010,Assam,Kamrup,491.76,993.12,2019.52,RICE,800,26.0,Loamy
2011,Assam,Kamrup,488.48,913.45,1869.98,RICE,800,26.0,Loamy
2012,Assam,Kamrup,453.14,927.06,2045.86,RICE,800,26.0,Loamy
2013,Assam,Kamrup,461.88,979.23,2120.1,RICE,800,26.0,Loamy
2014,Assam,Kamrup,455.11,992.44,2180.66,RICE,800,26.0,Loamy
2015,Assam,Kamrup,445.0,945.56,2124.85,RICE,800,26.0,Loamy
2016,Assam,Kamrup,442.4,949.9,2147.15,RICE,800,26.0,Loamy
2017,Assam,Kamrup,427.41,1051.16,2459.38,RICE,800,26.0,Loamy
2010,Assam,Karbi Anglong,126.1,237.35,1882.24,RICE,800,26.0,Loamy
2011,Assam,Karbi Anglong,121.57,174.4,1434.56,RICE,800,26.0,Loamy
2012,Assam,Karbi Anglong,128.42,199.17,1550.93,RICE,800,26.0,Loamy
2013,Assam,Karbi Anglong,130.2,219.92,1689.09,RICE,800,26.0,Loamy
2014,Assam,Karbi Anglong,128.0,218.19,1704.61,RICE,800,26.0,Loamy
2015,Assam,Karbi Anglong,129.58,213.17,1645.08,RICE,800,26.0,Loamy
2016,Assam,Karbi Anglong,133.53,247.31,1852.07,RICE,800,26.0,Loamy
2017,Assam,Karbi Anglong,132.87,255.01,1919.27,RICE,800,26.0,Loamy
2010,Assam,Lakhimpur,217.52,345.12,1586.61,RICE,800,26.0,Loamy
2011,Assam,Lakhimpur,229.3,368.12,1605.41,RICE,800,26.0,Loamy
2012,Assam,Lakhimpur,225.3,439.02,1948.6,RICE,800,26.0,Loamy
2013,Assam,Lakhimpur,223.45,389.72,1744.1,RICE,800,26.0,Loamy
2014,Assam,Lakhimpur,209.71,392.43,1871.3,RICE,800,26.0,Loamy
2015,Assam,Lakhimpur,211.61,383.71,1813.29,RICE,800,26.0,Loamy
2016,Assam,Lakhimpur,193.62,333.4,1721.92,RICE,800,26.0,Loamy
2017,Assam,Lakhimpur,190.66,345.26,1810.82,RICE,800,26.0,Loamy
2010,Assam,North Cachar Hil / Dima hasao,15.25,21.66,1420.33,RICE,800,26.0,Loamy
2011,Assam,North Cachar Hil / Dima hasao,15.57,36.09,2317.92,RICE,800,26.0,Loamy
2012,Assam,North Cachar Hil / Dima hasao,16.19,36.96,2282.89,RICE,800,26.0,Loamy
2013,Assam,North Cachar Hil / Dima hasao,15.82,31.84,2012.64,RICE,800,26.0,Loamy
2014,Assam,North Cachar Hil / Dima hasao,14.7,34.51,2347.62,RICE,800,26.0,Loamy
2015,Assam,North Cachar Hil / Dima hasao,14.61,31.83,2178.64,RICE,800,26.0,Loamy
2016,Assam,North Cachar Hil / Dima hasao,15.03,31.7,2108.61,RICE,800,26.0,Loamy
2017,Assam,North Cachar Hil / Dima hasao,13.79,31.09,2254.3,RICE,800,26.0,Loamy
2010,Assam,Nagaon,274.15,543.86,1983.8,RICE,800,26.0,Loamy
2011,Assam,Nagaon,282.09,530.2,1879.54,RICE,800,26.0,Loamy
2012,Assam,Nagaon,259.56,564.62,2175.3,RICE,800,26.0,Loamy
2013,Assam,Nagaon,286.77,684.62,2387.35,RICE,800,26.0,Loamy
2014,Assam,Nagaon,291.65,624.8,2142.29,RICE,800,26.0,Loamy
2015,Assam,Nagaon,287.8,668.99,2324.5,RICE,800,26.0,Loamy
2016,Assam,Nagaon,287.34,674.49,2347.39,RICE,800,26.0,Loamy
2017,Assam,Nagaon,286.16,709.39,2478.97,RICE,800,26.0,Loamy
2010,Assam,Sibsagar,295.51,650.67,2201.85,RICE,800,26.0,Loamy
2011,Assam,Sibsagar,297.88,613.36,2059.08,RICE,800,26.0,Loamy
2012,Assam,Sibsagar,300.09,703.63,2344.73,RICE,800,26.0,Loamy
2013,Assam,Sibsagar,314.79,691.05,2195.27,RICE,800,26.0,Loamy
2014,Assam,Sibsagar,313.37,658.9,2102.63,RICE,800,26.0,Loamy
2015,Assam,Sibsagar,315.03,665.27,2111.77,RICE,800,26.0,Loamy
2016,Assam,Sibsagar,320.47,656.05,2047.11,RICE,800,26.0,Loamy
2017,Assam,Sibsagar,330.49,718.15,2172.97,RICE,800,26.0,Loamy
2010,Himachal Pradesh,Bilashpur,1.51,3.13,2072.85,RICE,800,26.0,Loamy
2011,Himachal Pradesh,Bilashpur,1.5,3.11,2073.33,RICE,800,26.0,Loamy
2012,Himachal Pradesh,Bilashpur,1.5,3.16,2106.67,RICE,800,26.0,Loamy
2013,Himachal Pradesh,Bilashpur,1.46,3.03,2075.34,RICE,800,26.0,Loamy
2014,Himachal Pradesh,Bilashpur,1.44,3.3,2291.67,RICE,800,26.0,Loamy
2015,Himachal Pradesh,Bilashpur,1.43,2.97,2076.92,RICE,800,26.0,Loamy
2016,Himachal Pradesh,Bilashpur,1.41,2.94,2078.5,RICE,800,26.0,Loamy
2017,Himachal Pradesh,Bilashpur,1.43,2.98,2090.34,RICE,800,26.0,Loamy
2010,Himachal Pradesh,Chamba,2.62,3.16,1206.11,RICE,800,26.0,Loamy
2011,Himachal Pradesh,Chamba,2.61,3.14,1203.07,RICE,800,26.0,Loamy
2012,Himachal Pradesh,Chamba,2.62,3.19,1217.56,RICE,800,26.0,Loamy
2013,Himachal Pradesh,Chamba,2.54,3.06,1204.72,RICE,800,26.0,Loamy
2014,Himachal Pradesh,Chamba,2.52,3.33,1321.43,RICE,800,26.0,Loamy
2015,Himachal Pradesh,Chamba,2.49,3.0,1204.82,RICE,800,26.0,Loamy
2016,Himachal Pradesh,Chamba,2.46,2.97,1203.65,RICE,800,26.0,Loamy
2017,Himachal Pradesh,Chamba,2.49,3.0,1203.93,RICE,800,26.0,Loamy
2010,Himachal Pradesh,Kangra,38.95,59.87,1537.1,RICE,800,26.0,Loamy
2011,Himachal Pradesh,Kangra,38.76,59.57,1536.89,RICE,800,26.0,Loamy
2012,Himachal Pradesh,Kangra,38.92,60.43,1552.67,RICE,800,26.0,Loamy
2013,Himachal Pradesh,Kangra,37.76,58.06,1537.61,RICE,800,26.0,Loamy
2014,Himachal Pradesh,Kangra,37.38,63.2,1690.74,RICE,800,26.0,Loamy
2015,Himachal Pradesh,Kangra,36.98,56.84,1537.05,RICE,800,26.0,Loamy
2016,Himachal Pradesh,Kangra,36.59,56.24,1537.13,RICE,800,26.0,Loamy
2017,Himachal Pradesh,Kangra,36.98,56.95,1539.86,RICE,800,26.0,Loamy
2010,Himachal Pradesh,Kinnaur,0.02,0.02,1000.0,RICE,800,26.0,Loamy
2011,Himachal Pradesh,Kinnaur,0.02,0.02,1000.0,RICE,800,26.0,Loamy
2012,Himachal Pradesh,Kinnaur,0.02,0.02,1000.0,RICE,800,26.0,Loamy
